,Country,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Average,Cont.
57,Oman,948038.0,4094916.0,5760515.0,12008840.0,10444103.0,15164587.0,17459929.0,17694599.0,19355203.0,21702867.0,21826211.0,21626121.0,21256026.0,22413909.0,25825686.0,24818478.0,9565615.0,2920679.0,1130906.0,116616.0,65178.0,400592.768451939,274705.576404109,377531.179366055,434579.186811836,350484.274587787,216764.64501925,1503116.47480397,5962006.51296899,6231016.315564,8554.9726188108,2.0802813192,41374.9131326244,284536.757740271,8596596.695816204,Asia
58,Bahrain,2217268.0,4143756.0,2899148.0,5456359.0,8523174.0,11295646.0,12395654.0,10790941.0,10504847.0,12308751.0,14345696.0,33795942.0,40037161.0,45619967.0,37400545.0,38679331.0,27901903.0,17836250.0,20818023.0,27055515.0,23599956.0,22964394.6589477,19099993.9379277,17783809.6610549,15586274.657014,20169826.1221034,20841137.4451101,21155826.5301883,16095064.4544109,15512558.3073133,13024826.4691163,10040465.0353647,10962949.6439012,10739576.8889295,18282427.553275943,Asia
59,Afghanistan,33742.0,43554.0,27113.0,17159.0,55938.0,1960.0,822.0,696.0,6479.0,1790.0,3847.0,727.0,4.0,793.0,18519.0,17542.0,12644.0,15961.0,12063.0,9197.0,9868.0,7656.590476584,6703.4267845902,61785.3734951418,12393.7894155978,9836.3249397504,34443.7987198914,18172.2433945821,15236.6694214579,16079.4500197338,20210.2601819328,23317.5443773104,28418.5824467076,29397.6486835038,16884.40301049365,Asia
60,India,118189675.0,130189104.0,160283032.0,213291531.0,246243493.0,255536732.0,274251589.0,316909070.0,348407110.0,354392776.0,356820155.0,367701990.0,351428207.0,445347702.0,448457150.0,510889190.0,635554489.0,728290308.0,757286320.0,744687614.0,701018401.0,788252302.698718,687902266.769278,709190450.837116,752471213.618754,776556406.922533,871469019.579795,906316693.085008,954928532.922086,1004949069.41147,1057638713.89983,990659526.118329,1406955323.78284,1254625688.91222,606679142.5458229,Asia
61,Pakistan,105321784.0,131029410.0,144496961.0,177376283.0,190891175.0,207808072.0,236946497.0,255580522.0,324069329.0,399403043.0,422348968.0,541966613.0,563565544.0,653459325.0,708662265.0,780806000.0,951580095.0,1062716822.0,1003788047.0,931327126.0,861342994.0,925986697.519676,766688088.258094,720502172.874779,737498658.705701,732593396.229601,752707305.850186,707977793.633445,697771597.428951,721715206.139648,778152364.164514,766353358.768104,1049959276.73079,972636505.921844,617206744.0360392,Asia
62,Nepal,4284940.0,3897219.0,4200930.0,7441221.0,11072315.0,13485233.0,9525742.0,13320663.0,13232057.0,16114061.0,20173601.0,24141740.0,21919939.0,19774155.0,23916174.0,17971394.0,9768728.0,8476025.0,4896148.0,2266378.0,1113639.0,1277179.17453929,1260543.83018456,1309425.89966444,1305992.16827104,1391481.14852502,1186666.86340939,942619.730474017,855504.178395034,743616.798623546,676284.201549067,480630.383634379,531298.896901744,848337.328428194,7758878.900076462,Asia
63,Bangladesh,45112388.0,53975909.0,54836151.0,84656489.0,96533498.0,118189027.0,136496144.0,138758847.0,178004680.0,201339728.0,218787461.0,247243092.0,256436895.0,264408085.0,259824665.0,271989428.0,363298406.0,471013125.0,510465422.0,560124211.0,560584468.0,628189429.946289,537171551.263048,535183222.233821,599814357.07831,564743125.964164,641082391.393009,644778614.205127,636000619.893684,687742651.919323,738685620.618523,688935062.85216,958652998.842991,1045938100.72552,411735172.52752846,Asia
64,Sri Lanka,38145158.0,42525411.0,46325977.0,59639355.0,82583147.0,80334017.0,82485862.0,84709555.0,88604465.0,96530403.0,96620456.0,100885912.0,104983446.0,104403320.0,102275154.0,122039214.0,135370904.0,140232471.0,139786041.0,123202548.0,95187223.0,89768420.4056668,79228124.5745368,77051433.9423558,89508733.9471513,94033982.586643,99312753.5602783,93141176.203447,92354648.1270713,91895631.010286,96646592.9447821,72035599.1264852,87782070.572312,90591118.323715,91771186.0095509,Asia
65,Thailand,65375543.0,58393993.0,67776119.0,98123546.0,108421531.0,107579829.0,104575528.0,94436052.0,112291068.0,143733817.0,154598571.0,173370607.0,159231394.0,195166863.0,184121378.0,197010039.0,205941187.0,204009890.0,194044590.0,181183751.0,129150031.0,133693960.60983,97246820.8161308,75997373.1609976,78995402.5238443,70897259.235853,63882350.0761337,56544673.1430808,51674800.5752886,57205762.1946453,54435679.207607,50668927.3813569,51612907.4457138,54387208.5062623,112817013.29049248,Asia
66,Laos,64.0,1894.0,184846.0,641356.0,971419.0,1460745.0,1216202.0,1942785.0,1657159.0,2675536.0,1589216.0,1265637.0,406807.0,266252.0,518337.0,248656.0,187474.0,823141.0,1303695.0,5777770.0,3355795.0,5235002.36637206,4657497.76127398,1391947.47149323,733028.952436099,623396.099984792,832971.154094163,729028.276265199,570004.098513461,544383.91534212,613444.220885223,390594.54224545,442503.253713957,600648.235443837,1289977.539648929,Asia
67,Malaysia,40056056.0,40917635.0,46873050.0,54265759.0,64243631.0,63023178.0,58944197.0,53085491.0,50249656.0,59250278.0,71080716.0,71831256.0,68570020.0,83312259.0,83857505.0,78237106.0,74271273.0,79899565.0,72969400.0,62538739.0,37918575.0,36603434.0243606,33247916.9192444,32412544.1842049,33900027.7057795,37008143.6596225,38676544.8845809,32559496.2923792,30319235.6068054,30421754.9895089,30389304.6104424,18339182.1161604,16168908.901845,18079148.6719678,50103558.457850054,Asia
68,Singapore,36774448.0,33078312.0,34172653.0,36814807.0,32485756.0,31465519.0,28729727.0,22673006.0,22086687.0,26214278.0,30783379.0,29730656.0,28110914.0,33256216.0,29815301.0,25005568.0,15732478.0,12926037.0,9869361.0,7106981.0,2125698.0,1018916.36258526,574114.060045033,491262.711598071,637762.066859358,317866.390987207,709912.587532466,680698.947693792,330281.424115549,266817.096730775,405451.709263339,105430.404640453,113920.756040587,154575.285565718,15728376.229519345,Asia
69,Indonesia,67035736.0,66930876.0,68434615.0,95181925.0,117131344.0,113807150.0,123980441.0,138390553.0,170791100.0,175891272.0,161271725.0,172558985.0,184705643.0,193833921.0,194003165.0,193639816.0,256052714.0,346616873.0,342794253.0,342070012.0,329743286.0,380960794.573438,352378798.252303,336227434.446412,333989767.815674,305499828.308726,303291630.050505,280149032.739711,268266462.26695,263452951.95585,251327219.245668,217238039.756318,273429708.55527,286023333.694587,226679423.7253357,Asia
70,Brunei,788371.0,902731.0,1724766.0,2034180.0,3198731.0,3558814.0,4843854.0,6286236.0,7097944.0,10112940.0,15971788.0,21667337.0,25803362.0,25577982.0,29329731.0,30246290.0,21172619.0,14351721.0,12471354.0,8515677.0,4725651.0,446998.052259448,239876.728987883,169594.712321882,216222.288386114,214851.921365453,289929.492432959,242051.243126616,226978.811464282,154558.977315397,272635.799888277,252915.769154601,204907.400853196,297998.259038663,7459164.660488081,Asia
71,Philippines,63634227.0,77208827.0,70607050.0,79502319.0,94938349.0,103499279.0,114756380.0,108849495.0,108884235.0,123548924.0,133816931.0,130464877.0,129501215.0,148222389.0,153182607.0,142371168.0,167473842.0,189308393.0,147229461.0,109217282.0,75547747.0,71522807.6287095,66282618.3328563,58069896.9558628,54354561.4387575,49261318.0542725,49855721.2349307,41640250.1260775,35994449.0281968,35495350.7840527,32146778.0647327,27134322.447828,30533985.7632339,34194465.1909797,89948574.17795561,Asia
72,Macao (Macau),27805749.0,27928655.0,26059755.0,34427113.0,31940942.0,44329258.0,48028652.0,47425005.0,52854562.0,62888803.0,63453415.0,65942832.0,69660455.0,75883858.0,82792589.0,89669572.0,102423843.0,108364388.0,110655874.0,88733410.0,12545022.0,5716665.27986997,3095811.29553115,2380758.89261247,1438379.52955308,790171.613563752,848601.63019805,603094.687281009,545800.823999034,479410.555699593,1861004.80261064,5289613.04845419,7519489.61604944,7965082.99825176,38598459.90510806,Asia
73,China (Mainland),342634739.0,362211666.0,372218732.0,432826761.0,461894649.0,437205195.0,386999399.0,357812941.0,423574331.0,392243419.0,411551129.0,417299061.0,422335429.0,645901979.0,840775748.0,982278850.0,1852453710.0,2234646909.0,2641761873.0,2578543620.0,2765618264.0,3310700597.95135,2748174928.7257,2660784805.24468,2780762877.00248,2680196021.0973,2810225596.04899,2755109196.59914,2796979809.79375,2927389020.66207,2673702566.94879,2209304724.62603,2766401159.47994,2065455711.79865,1616116924.1170256,Asia
74,South Korea,103851251.0,94847939.0,85933884.0,85895307.0,93668701.0,86104253.0,75397295.0,66144591.0,70148679.0,93703177.0,103018010.0,112650574.0,120591360.0,139532569.0,142050186.0,159084793.0,151787947.0,140312435.0,113879907.0,103623610.0,84261680.0,85823095.3755666,68853680.6215599,68582636.0124503,66471624.264808,69418154.7911309,68214108.6839383,66194455.5623797,61265608.4037011,63187768.136554,62194754.290552,62371120.5242591,66088558.026085,62885957.0188199,91118813.81505308,Asia
75,Hong Kong,329255135.0,324650479.0,330174725.0,359034878.0,339070929.0,365249729.0,331499100.0,310094156.0,302867533.0,344203884.0,330757990.0,321282088.0,312478867.0,303367963.0,258611940.0,256403758.0,276241378.0,251533974.0,194610257.0,140912950.0,22510009.0,16630874.19371,12512095.1226881,9419839.35906569,12058673.1312912,9841292.85348402,13458706.3963472,12573116.2472818,10708095.3405402,9494302.55246764,5338367.30894194,10034895.6875217,4634099.35400726,2605910.05023334,180415352.6352229,Asia
76,China (Taiwan),181530946.0,180525127.0,193003417.0,184156214.0,183472656.0,160376483.0,141046937.0,139368258.0,140023754.0,146040373.0,154207212.0,147089844.0,142346568.0,149934250.0,129581561.0,118678642.0,100425870.0,102537958.0,96065442.0,69292206.0,42468267.0,40881791.1945095,33183269.5530887,31839186.6805438,27628232.6752149,26335825.1255784,26769674.8609519,23056302.479639,21166088.6633273,17720769.8691058,16127388.9292145,14630953.4454306,16917315.5471037,14311235.1186116,94492353.50418589,Asia
77,Japan,24671436.0,23679497.0,22747922.0,28646595.0,26666041.0,22487466.0,14748732.0,13622765.0,14515207.0,13791283.0,15338220.0,16592140.0,22247335.0,30751876.0,39260569.0,46008030.0,21757250.0,19897808.0,19845364.0,17701619.0,12458680.0,13875119.6969564,13758179.4943725,13365129.4717012,12989553.0887747,15502665.0991576,16007415.1392008,15015073.9244185,14984013.3338219,14096849.3028386,12898894.3724457,9728012.50441956,11661613.0411954,10891626.9665052,18888528.836347297,Asia
78,Australia,2255824.0,4104209.0,7385709.0,7991475.0,14642403.0,15337675.0,14472133.0,7146344.0,8095983.0,11543760.0,11644340.0,15328944.0,26175952.0,25895786.0,23561621.0,23980800.0,12483767.0,4558447.0,918777.0,1145582.0,834555.0,721486.7822641,528201.776454711,300813.914954032,229250.376652122,534084.392926766,318108.968191413,264948.594578594,308336.448745394,455704.414066377,507698.389070271,409048.103399922,247843.410130953,367971.874219555,7196987.748401594,Australia & Oceania
79,New Zealand,298743.0,145940.0,50787.0,56176.0,211731.0,142551.0,237239.0,219306.0,134350.0,123763.0,162820.0,187545.0,179207.0,301696.0,497989.0,759587.0,335189.0,103498.0,85759.0,80841.0,71107.0,118748.578612457,81604.5260180976,185324.888928325,142681.000663593,159444.416140002,118117.7403572,139531.750607106,149994.752883443,180688.812252593,181947.754811365,116760.861434398,106245.958472753,143810.373839567,182668.39455943825,Australia & Oceania
80,French Polynesia,2166.0,610.0,371.0,348.0,1189.0,194.0,2084.0,1421.0,837.0,640.0,887.0,278.0,441.0,5839.0,161.0,472.0,576.0,260.0,95.0,184.0,1.0,621.7598423232,417.5496747828,176.642030817,222.0709126734,24.469099578,566.4749773536,366.530340243584,132.043630068,16183.3256354322,406.5957899136,870.5573875026,141.789161619,0.488323773,1152.4793178258824,Australia & Oceania
81,Fiji,723528.0,2180377.0,4390074.0,5116013.0,6790165.0,7163417.0,7840140.0,6653583.0,6677581.0,7776663.0,8224569.0,11343354.0,12709630.0,13041509.0,12635926.0,13389057.0,2689264.0,506695.0,146811.0,1976.0,271.0,1232.5058340588,5872.8861523962,5427.0368473104,4113.0523729134,9203.2613390466,5814.5985922626,1916.90957424905,2704.97938754921,5326.9732435122,14561.850184812,7085.5605297162,8119.7147587374,17528.1488032896,3826162.072871172,Australia & Oceania
82,Morocco,3667508.0,5449190.0,4721347.0,6267776.0,12908183.0,10154198.0,9128175.0,7050057.0,8255189.0,15363756.0,10793778.0,13315263.0,13154496.0,9149023.0,7488062.0,5822601.0,2882860.0,3366920.0,2735105.0,2761986.0,1688265.0,1624744.83493922,1684481.87627672,2145978.41171176,3693732.91577388,3310277.04582721,2617129.21528364,4901997.28503937,3413314.13690108,3252600.1106516,3629406.8141908,2875632.55634804,5603033.25766117,5058580.64453383,5880430.797209951,Africa
83,Tunisia,1101279.0,1409352.0,1431376.0,2877309.0,3523552.0,1230161.0,6048949.0,2278911.0,1582765.0,798523.0,964305.0,1441554.0,1326062.0,1448827.0,1303184.0,1508213.0,1315336.0,1285040.0,1477792.0,1515679.0,1249422.0,1627990.35951618,1785147.90031168,2211092.20577569,1533511.72771705,1390161.37294955,1390269.67456438,1201984.90580952,1284728.50209813,1603634.93686237,1647818.69627393,1242510.82757298,1828607.4841659,3285446.14463048,1739720.4628896422,Africa
84,Egypt,30803144.0,28572560.0,44967662.0,38690831.0,49739062.0,64609004.0,70431302.0,51471619.0,70003833.0,84428318.0,72643760.0,88829424.0,93748325.0,94621997.0,110596654.0,106655790.0,102883754.0,127361510.0,132914098.0,133823781.0,121209143.0,130668231.94473,108008972.396764,99750651.6932958,95050177.2099896,87675416.3855267,85558654.2065791,71332533.6945818,77060706.8041623,83040821.4970893,88334362.8164211,67302810.6962631,103653218.218156,109728724.495261,86063848.61937705,Africa
85,Cameroon,6945.0,7030.0,1237.0,9352.0,19794.0,24192.0,120281.0,46888.0,124661.0,594147.0,206108.0,143412.0,82610.0,72534.0,26331.0,4060.0,24347.0,7599.0,16314.0,40180.0,49751.0,50879.7255348396,67387.273022853,119496.361482628,60264.6455220642,52322.7471962832,54067.2030759294,2191.61146717452,50543.3071993319,80874.9879382116,58493.3183867088,29713.2264336852,16184.4449220216,5003.6987170044,66917.51620290398,Africa
86,Senegal,5454.0,56825.0,125180.0,316742.0,394589.0,11373.0,161306.0,225612.0,151758.0,105913.0,41727.0,56262.0,31077.0,65742.0,25632.0,5590.0,4929.0,8687.0,4584.0,7988.0,7893.0,30663.5018503968,14336.823314961,8049.327351219,5838.9850185156,20615.842507113,6627.5417111904,10550.4064147944,6027.18693069899,12569.1163893918,62234.6507669754,54403.7421516246,51278.9054172696,46867.008595617,63086.05995352258,Africa
87,Mali,912.0,22781.0,37986.0,37906.0,85154.0,109099.0,103712.0,107816.0,82534.0,76025.0,63356.0,91436.0,52108.0,66002.0,44518.0,58883.0,46396.0,15380.0,15013.0,52009.0,60767.0,16211.2110172614,46812.964491909,44981.646725925,22067.1897030774,26872.3589020488,28497.438909639,85154.3367122826,75879.3764018455,64068.808747482,54950.0629155786,20076.0293463786,59739.4013853546,23788.5082952958,52908.59804570818,Africa
88,Guinea,117.0,101.0,1818.0,2583.0,1778.0,55326.0,14605.0,3360.0,2974.0,3583.0,3834.0,6143.0,3358.0,2954.0,4342.0,4233.0,2784.0,4953.0,5539.0,6302.0,7416.0,6624.0169615368,5484.5743950396,2270.2000246254,2723.098388094,505.1192447826,637.7665003542,1009.266030801,619.057236054218,1079.6710752954,1046.4322098636,1851.4036361016,3058.4425586652,2072.8433654964,4914.261518432648,Africa
89,Sierra Leone,231.0,3342.0,32.0,1526.0,2687.0,6700.0,9826.0,312.0,257.0,288.0,49689.0,21982.0,2198.0,1388.0,24825.0,13443.0,3300.0,22412.0,15302.0,1056.0,935.0,523.6519587012,113199.306277894,2952.0754996446,337.4451753372,3364.1863719534,885.6588277404,791.642918680288,1844.37052533212,23837.0886843012,1142.756995212,2711.2809527874,2641.1032048212,40198.5072122886,11063.5316060204,Africa
90,Ivory Coast,23893.0,58595.0,533553.0,842781.0,1269337.0,289404.0,179734.0,100031.0,73916.0,68646.0,98599.0,51343.0,33292.0,30083.0,11304.0,3622.0,3031.0,6361.0,4926.0,2531.0,4502.0,42236.4908742588,9387.3629288628,4071.7066714632,2848.4937600588,1704.1635465876,27161.309007252,38768.441391641,44572.37459999,16689.360018807,30900.5778613266,2783.0660906538,5332.547409777,11265.4435934754,115506.03934571042,Africa
91,Ghana,2603.0,7107.0,18985.0,55852.0,175693.0,308290.0,315055.0,127443.0,227766.0,707522.0,429805.0,120674.0,76695.0,310110.0,2105135.0,2990109.0,2009257.0,1441119.0,1032013.0,125371.0,38608.0,80221.6096276266,114244.520213641,130826.429601714,266453.735562441,583202.436327038,583442.128562895,133103.893025381,243942.858406811,316664.351926877,394177.521036701,402729.551146528,543773.185223663,620040.755469832,501118.6757685632,Africa
92,The Gambia,5264.0,5153.0,16956.0,27041.0,67018.0,29725.0,24573.0,7482.0,11724.0,12596.0,14077.0,43832.0,25316.0,21384.0,11137.0,15338.0,5548.0,4993.0,7252.0,16344.0,35739.0,7215.8814681534,1058.8971426516,1522.6918503552,325.697626548,1443.21169986,10598.7381224382,10378.6385827572,13501.2510739764,16601.1343533,22307.7695197518,727.696118205,223.3132171704,664.4781414306,14560.629379899936,Africa
93,Niger,942.0,442.0,465.0,1080.0,56940.0,71249.0,46082.0,24639.0,4839.0,20.0,736.0,1398.0,283.0,52.0,2627.0,869.0,120.0,35658.0,1108.0,933.0,1.0,1483.265272356,155.452306464,193.8177998946,8.3524309092,24.8161070808,208.7801284842,327.795324381,767.1824414604,113.9203144548,388.7720824302,184.4113392072,136.6023474396,61.8008457528,7486.410845303376,Africa
94,Togo,896.0,292.0,104649.0,635.0,227123.0,306621.0,95870.0,40604.0,28825.0,60528.0,7574.0,1352.0,613.0,1633.0,30492.0,1519.0,17048.0,3237.0,4385.0,1829.0,1564.0,5757.1560637416,2075.3438477688,2241.5264904312,1401.9574902228,461.9974998492,5558.2583738346,4780.648952163,9038.76642614478,5588.6911963848,8567.0153664858,5036.6880192258,16232.2054121052,4247.5252759632,29655.199423950613,Africa
95,Nigeria,2431245.0,3550719.0,1974461.0,986636.0,48628.0,398737.0,910703.0,898754.0,1180050.0,2176882.0,318034.0,247616.0,160224.0,45436.0,287147.0,344109.0,38605.0,18928.0,11730.0,35783.0,8374.0,13143.7065803274,12444.1434230022,18937.741560885,6941.1533794722,6163.688801466,21816.2466197676,25236.9792019517,114146.776541732,142645.502060611,145340.345351767,119070.635526234,166844.926764016,81691.3133882118,498447.7693882189,Africa
96,Burkina Faso,646.0,15454.0,1767.0,824.0,743.0,2367.0,725.0,3699.0,22746.0,4045.0,4773.0,5210.0,3328.0,34534.0,397.0,17970.0,1078.0,689.0,227.0,693.0,2519.0,3507.014571921,1153.0230380172,1000.2575043846,12103.5967854354,2038.656953529,1400.6408899644,5434.1015585094,13275.2352106962,21425.0044788486,6083.7245159796,140.708896839,993.7219024656,64330.7923573056,7568.249372467519,Africa
97,Kenya,187268.0,444548.0,1244888.0,1713171.0,5149996.0,7669930.0,6315665.0,4827699.0,5976671.0,6788811.0,8050675.0,8722450.0,13060767.0,19309554.0,29585493.0,43422989.0,44214879.0,41031819.0,35167327.0,34507696.0,27553941.0,28589661.8264414,27598019.3803255,25350465.3305488,25180396.0475474,28944091.8294267,27938104.4117128,26876170.909458,24715087.0128144,29720083.0126941,35154197.3403741,28724088.535826,31142673.9682905,30821100.9174541,21050011.103615113,Africa
98,Tanzania,582461.0,1318582.0,1064186.0,275753.0,659605.0,953244.0,674647.0,845132.0,1497778.0,1516494.0,506597.0,162041.0,366439.0,197293.0,1129701.0,1089814.0,1362411.0,1241105.0,851345.0,416832.0,251832.0,266122.529687826,494677.775795616,639257.170070005,811381.415188844,1659220.22192405,1669711.59098677,2920733.00355023,3875569.12760246,4273897.83338919,5446217.90859218,4760035.25894187,6084433.2133268,8229342.35294477,1708643.864764724,AfricaAfrica
99,Mauritius,14298390.0,13726706.0,10165255.0,12661509.0,18485324.0,20078228.0,18837188.0,15734885.0,18638691.0,24089899.0,23440185.0,23687128.0,25178044.0,32005299.0,32237806.0,25490119.0,17393494.0,11399252.0,10486769.0,8243525.0,9812549.0,10282758.5708584,10302353.1023824,8949657.34775117,10471439.0446054,13762445.7132998,13013657.8604577,11717428.3094714,8901399.00711023,8708976.94872541,8620698.7001177,5151229.97226871,3954691.15149604,4255538.89769743,14828897.636065936,Africa
100,Madagascar (Malagasy),359256.0,363252.0,231753.0,371375.0,614775.0,382077.0,848574.0,1139922.0,2120633.0,2892265.0,5177795.0,9488515.0,17841177.0,10073257.0,24987574.0,45487609.0,43470021.0,36259864.0,43061415.0,35104375.0,24802424.0,6882998.94852454,3865917.34288454,4094139.48537909,3592839.38312609,2769557.00788063,5439391.57060369,9354626.20105892,14682548.6075815,17630841.83726,22098720.4741216,20784564.7083114,29562373.3465854,28330998.8257699,13946100.75703198,Africa
101,Republic of South Africa,17748.0,10.0,117934.0,4691477.0,6066034.0,7550580.0,9726135.0,10008512.0,12957980.0,12719546.0,16719086.0,24331792.0,31146854.0,28933775.0,44540556.0,24169733.0,11419564.0,7231201.0,2923536.0,2043659.0,1947255.0,1082442.19013019,142153.59467455,202519.666697733,430521.300033842,499050.848562462,288679.437366856,208015.992237157,238084.085443554,124792.930122752,181459.669137541,117697.676531488,289067.462523353,208319.026501807,7743405.025881272,Africa
102,Botswana,280340.0,3880.0,272717.0,623.0,9.0,378740.0,699644.0,1334061.0,1440291.0,1994772.0,2031023.0,1484980.0,511214.0,1224065.0,1398360.0,2479537.0,4189002.0,4602496.0,3194208.0,1955061.0,1633729.0,1353300.75427569,1599681.80291917,549503.874800295,202883.086068088,379013.211152402,251432.381966648,127051.932666956,26542.7299502209,223.3740647376,1.9936396746,1.9936396746,5.7157029972,11.3321980044,1047011.946560134,Africa
103,Swaziland,935481.0,1410480.0,984147.0,1370703.0,1658850.0,2893501.0,1856834.0,1982162.0,2707408.0,2904997.0,4168318.0,5097595.0,8247341.0,16186579.0,21132125.0,24757089.0,21080650.0,21281083.0,20628049.0,17118809.0,12269400.0,10337717.0818854,6799211.10575299,5523245.98502301,3210435.33392638,3326797.85477794,408684.32357387,131450.471643096,44941.5098462563,70205.3888554494,189.2504844972,177650.02411952,346303.613512924,186947.817224843,6506922.963547829,Africa
104,Zimbabwe,937532.0,1068503.0,1744235.0,1441328.0,4783697.0,5355524.0,2887420.0,633789.0,1276293.0,2453785.0,2844927.0,3913345.0,2811465.0,1432621.0,762915.0,522942.0,378859.0,320679.0,125729.0,17768.0,9512.0,8803.7884623528,5924.2011545304,10134.8704417464,5548.931059077,8575.3151069292,10410.7438315566,7447.00750607353,9704.49587073114,9310.4610837966,10096.3124848152,6288.952116573,8745.7689842544,20702.5020091512,1054251.8044150465,Africa
105,Malawi,729498.0,810292.0,1390185.0,2491789.0,2695206.0,3001637.0,1654047.0,551249.0,39248.0,38367.0,243434.0,1399777.0,1903862.0,1773564.0,4000448.0,3696384.0,2912146.0,2882591.0,2854835.0,1274057.0,533143.0,181318.184654683,151629.891393506,6399.862240149,46390.973385645,99098.0525556504,106657.698748104,22854.9887785927,30.940767459,42604.8832104588,53329.4948873736,1761.376133034,30281.6763114264,33188.6390720094,1107391.3430040614,Africa
106,Lesotho,2746607.0,4243567.0,5368560.0,10346491.0,12274800.0,13567208.0,12558292.0,13906608.0,18051101.0,19507957.0,22708322.0,27590696.0,40216612.0,53588630.0,68043845.0,76898989.0,65328261.0,65828418.0,66428825.0,58093464.0,44977808.0,44154370.2952042,39588148.6546503,33522696.5848368,33454504.0434251,28821156.9079875,29255853.4748271,26923629.1279581,26322217.9491475,28258405.9737071,23367734.9569678,22117017.4061424,23082267.5579539,18630839.5220918,31758055.983967632,Africa
