ID,User_id,Sold,Gender,Category,subcategory,size,State,Brand,Colors,Price,Image,Description,Title,Platform,Address,discountedPriceAmount,dateUpdated
147846561,15764563,P,male,shirts,tshirts,,,american-vintage,,15.0,,"VINTAGE WWE THE ROCK TEE (FITS SMALL) 
.
COND: 8/10 SLIGHT CRACKING WITH AGE
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg vintage wwe the rock tee,Depop,"Grand Prairie, United States",,2020-04-26T16:46:15.554339Z
147070133,15764563,P,male,shirts,tshirts,,,harley-davidson,,11.0,,"2001 HARLEY DAVIDSON STURGIS TEE (FITS LARGE) 
.
.
COND: 7/10 ONLY FLAW IS FADING THAT COMES WITH AGE/WEAR",quickstrikevtg 2001 harley davidson sturgis tee,Depop,"Grand Prairie, United States",,2020-04-26T01:31:20.915541Z
147069731,15764563,P,male,shirts,tshirts,,,polo-sport,,15.0,,"90s CHALLENGE POLO SPORT TEE (FITS LARGE) 
.
.
.
COND: 8/10 
.
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING 
.
ALL ITEMS ARE WASHED!",quickstrikevtg 90s challenge polo sport tee,Depop,"Grand Prairie, United States",,2020-04-26T01:31:13.24571Z
147074013,15764563,P,male,outerwear,sweatshirts,,,calvin-klein,,16.0,,"VINTAGE CALVIN KLEIN CREWNECK (FITS XL) 
.
.
.
COND: 7/10
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg vintage calvin klein crewneck fits,Depop,"Grand Prairie, United States",,2020-04-22T20:16:41.071528Z
147071657,15764563,P,male,shirts,tshirts,,,american-vintage,,16.0,,"VINTAGE STONE COLDxDGX TEE (FITS SMALL) 
.
.
.
COND: 8/10 JUST FADING WITH AGE/WEAR
.
.
ALL SALES FINAL! $3.50 SHIPPING",quickstrikevtg vintage stone coldxdgx tee fits,Depop,"Grand Prairie, United States",,2020-04-22T20:05:50.503257Z
147070703,15764563,P,male,shirts,tshirts,,,harley-davidson,,16.0,,"1999 HARLEY DAVIDSON STURGIS TEE (FITS LARGE)
.
.
COND: 6/10 NO TAG/FADING THAT COMES WITH AGE&WEAR 
.
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING 
.
ALL ITEMS ARE WASHED!",quickstrikevtg 1999 harley davidson sturgis tee,Depop,"Grand Prairie, United States",,2020-04-22T20:01:27.323491Z
147068158,15764563,P,male,shirts,tshirts,,,,,20.0,,"1996 KENTUCKY CHAMPIONSHIP WINDBREAKER (FITS LARGE) 
.
.
.
COND: 8/10 ONLY FLAW IS SMALL HOLE IN THE RIGHT SLEEVE 
.
.
ALL SALES FINAL! $3.50 SHIPPING",quickstrikevtg 1996 kentucky championship windbreaker fits,Depop,"Grand Prairie, United States",,2020-04-22T19:49:39.066886Z
145055778,15764563,P,male,outerwear,polo-shirts,,,givenchy,,10.0,,"GIVENCHY POLO (FITS X-LARGE) 
.
.
.
COND: 8/10 NO FLAWS
.
.
.
ALL SALES ARE FINAL! 
.
$3.50 SHIPPING",quickstrikevtg givenchy polo fits large,Depop,"Grand Prairie, United States",,2020-04-20T19:55:19.029002Z
146300538,15764563,P,male,shirts,tshirts,,,american-vintage,,15.0,,"VINTAGE GHOSTBUSTERS TEE (FITS LARGE)
.
.
.
COND: 8/10 SLIGHT CRACKING 
. 
.
ALL SALES FINAL! 
.
$3.50 SHIPPING",quickstrikevtg vintage ghostbusters tee fits large,Depop,"Grand Prairie, United States",,2020-04-20T16:50:35.280617Z
146297511,15764563,P,male,shirts,tshirts,,,starter,,20.0,,"1990 STARTER LAKERS TEE (WHITE HINTS ARE EMBOSSED) (FITS MEDIUM)
.
.
.
COND: 7/10 Attempted Rip Repair 
.
.
ALL SALES ARE FINAL
.
$3.50 SHIPPING",quickstrikevtg 1990 starter lakers tee white,Depop,"Grand Prairie, United States",,2020-04-19T17:48:50.787024Z
145540667,15764563,P,male,outerwear,jackets,,,,,10.0,,"VINTAGE USA COLORBLOCK WINDBREAKER (FITS BEST LARGE) 
.
.
.
COND: 10/10 NO FLAWS 
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg vintage usa colorblock windbreaker fits,Depop,"Grand Prairie, United States",,2020-04-19T03:05:45.121112Z
146298728,15764563,P,male,shirts,tshirts,,,american-vintage,,20.0,,"VINTAGE FLAMES TEE (FITS LARGE) 
.
.
.
COND: 8/10 SLIGHT CRACKING 
.
.
.
ALL SALES FINAL! 
.
3.50 SHIPPING",quickstrikevtg vintage flames tee fits large,Depop,"Grand Prairie, United States",,2020-04-19T00:59:33.966768Z
146297149,15764563,P,male,shirts,tshirts,,,harley-davidson,,15.0,,"1990 SINGLE STITCH HARLEY TEE (LARGE) 
.
.
COND: 7/10 FADING 
.
.
.
ALL SALES ARE FINAL
.
$3.50 SHIPPING",quickstrikevtg 1990 single stitch harley tee,Depop,"Grand Prairie, United States",,2020-04-19T00:44:52.140521Z
145491042,15764563,P,male,shirts,tshirts,,,american-vintage,,10.0,,"2001 RANGERS GRADIENT LOGO TEE (LARGE) TAGGED XL BUT FITS BEST LARGE 
.
.
.
COND: 7/10 ONLY FLAWS ARE SMALL STAPLE HOLES FROM PREVIOUS TAG 
.
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg 2001 rangers gradient logo tee,Depop,"Grand Prairie, United States",,2020-04-14T21:23:22.499796Z
145490774,15764563,P,male,shirts,tshirts,,,nautica,,11.0,,"90S NAUTICA COMPETITION TEE (LARGE) SOFT MATERIAL, GOOD FIT IF YOU WEAR LARGE 
.
.
COND: 8/10 NO FLAWS BUT SIGNS OF WEAR DUE TO AGE 
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg 90s nautica competition tee large,Depop,"Grand Prairie, United States",,2020-04-14T21:21:43.669257Z
144149557,15764563,P,male,shirts,tshirts,,,stussy,,15.0,,"2000’s STUSSY 8BALL TEE (M) 
.
.
COND: 7/10 SLIGHT CRACKING WITH AGE 
.
.
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg 2000s stussy 8ball tee m,Depop,"Grand Prairie, United States",,2020-04-14T07:15:01.634145Z
144980195,15764563,P,male,shirts,tshirts,,,nike,,10.0,,"2000’S NIKE JUST DO IT TEE (FITS L) 
.
.
.
COND: 9/10 NO FLAWS
.
.
.
ALL SALES ARE FINAL! 
.
$3.50 SHIPPING",quickstrikevtg 2000s nike just do it,Depop,"Grand Prairie, United States",,2020-04-14T04:29:41.205186Z
142903163,15764563,P,male,shirts,tshirts,,,american-vintage,,10.0,,"90S MARY KAY COSMETICS TEE (L) 
COND: 10/10 NO FLAWS
ALL SALES FINAL! $3.50 SHIPPING",quickstrikevtg 90s mary kay cosmetics tee,Depop,"Grand Prairie, United States",,2020-04-14T04:23:03.782013Z
142994921,15764563,P,male,shirts,tshirts,,,harley-davidson,,15.0,,"2000’S HARLEY SOUTH DAKOTA (L) 
COND: 10/10 
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg 2000s harley south dakota l,Depop,"Grand Prairie, United States",,2020-04-12T07:57:06.585613Z
142914524,15764563,P,male,shirts,tshirts,,,nike,,10.0,,"90S NIKE JORDAN EMBROIDERED TEE (FITS XL) 
COND: 8/10 NO FLAWS
ALL SALES FINAL! $3.50 SHIPPING",quickstrikevtg 90s nike jordan embroidered tee,Depop,"Grand Prairie, United States",,2020-04-12T07:56:55.202345Z
142038507,15764563,P,male,outerwear,sweatshirts,,,american-vintage,,5.0,,"SIX FLAGS JOKER FLEECE SWEATSHIRT (M) 
COND: 8/10 
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg six flags joker fleece sweatshirt,Depop,"Grand Prairie, United States",,2020-04-12T07:56:44.803552Z
144980514,15764563,P,male,shirts,tshirts,,,polo-sport,,11.0,,"VINTAGE POLO SPORT TEE (FITS L/XL) 
.
.
.
COND: 7/10 SMALL OIL MARK UNDER LOGO 
.
.
.
ALL SALES ARE FINAL! 
.
3.50 SHIPPING",quickstrikevtg vintage polo sport tee fits,Depop,"Grand Prairie, United States",,2020-04-12T03:24:47.712328Z
144980342,15764563,P,male,shirts,tshirts,,,,,10.0,,"VINTAGE TOMMY JEANS TEE (XL) 
.
.
. 
COND: 7/10 JUST A LITTLE WEAR 
.
.
ALL SALES ARE FINAL! 
.
3.50 SHIPPING",quickstrikevtg vintage tommy jeans tee xl,Depop,"Grand Prairie, United States",,2020-04-12T03:22:46.771704Z
144979984,15764563,P,male,shirts,tshirts,,,american-vintage,,15.0,,"VINTAGE P.O.D TEE (M) 
.
.
.
COND: 8/10 GOOD FADE 
.
.
.
ALL SALES ARE FINAL
.
$3.50 SHIPPING",quickstrikevtg vintage pod tee m,Depop,"Grand Prairie, United States",,2020-04-12T03:17:53.8145Z
144979200,15764563,P,male,shirts,tshirts,,,fruit-of-the-loom,,15.0,,"2000 DALLAS STARS FINALS TEE (L) 
.
.
COND: 10/10 NO FLAWS
.
.
.
ALL SALES ARE FINAL! 
.
$3.50 SHIPPING",quickstrikevtg 2000 dallas stars finals tee,Depop,"Grand Prairie, United States",,2020-04-12T03:07:39.571009Z
143118675,15764563,P,male,shirts,tshirts,,,harley-davidson,,20.0,,"VINTAGE HARLEY SAN ANTONIOTEXAS TEE (XL) 
COND: 7/10 FADING, SMALL PAINT MARK 
ALL SALES FINAL! 3.50 SHIPPING",quickstrikevtg vintage harley san antoniotexas tee,Depop,"Grand Prairie, United States",,2020-03-30T18:49:40.345218Z
143118439,15764563,P,male,outerwear,hoodies,,,stussy,,25.0,,"2000’S STUSSY SMALL LOGO HOODIE (M) 
COND: 9/10 NO FLAWS 
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg 2000s stussy small logo hoodie,Depop,"Grand Prairie, United States",,2020-03-30T18:47:51.112842Z
143067750,15764563,P,male,outerwear,jackets,,,,,21.0,,"VINTAGE JUMPSUIT (SET FITS MEDIUM)
COND: 10/10 NO FLAWS
ALL SALES FINAL! $3.50 SHIPPING!",quickstrikevtg vintage jumpsuit set fits medium,Depop,"Grand Prairie, United States",,2020-03-30T11:50:38.794737Z
141697165,15764563,P,female,outerwear,coats,,,american-vintage,,5.0,,"90S LL. BEAN JACKET (SMALL) 

COND: 9/10 

ALL SALES FINAL ! 3.50 SHIPPING",quickstrikevtg 90s ll bean jacket small,Depop,"Grand Prairie, United States",,2020-03-30T11:37:41.886276Z
139765845,15764563,P,female,outerwear,jumpers,,,nike,,15.0,,"1980 NIKE PULLOVER (S) 
COND: 10/10 NO FLAWS 

DM FOR PURCHASE 

FOLLOW ME ON IG @QUICKSTRIKEVTG",quickstrikevtg 1980 nike pullover s cond,Depop,"Grand Prairie, United States",,2020-03-30T04:37:53.339667Z
142038293,15764563,P,male,outerwear,hoodies,,,nautica,,5.0,,"NAUTICA JEANS HOODIE (M) 
COND: 6/10 FLAWS ON CUFF & COUPLE SPOTS
ALL SALES FINAL!! $3.50 SHIPPING",quickstrikevtg nautica jeans hoodie m cond,Depop,"Grand Prairie, United States",,2020-03-30T04:37:38.852271Z
142037764,15764563,P,male,shirts,tshirts,,,wrangler,,10.0,,"1987 WRANGLER HOODIE (M) 
COND: 9/10 NO FLAWS 
ALL SALES FINAL! $3.50 U.S SHIPPING",quickstrikevtg 1987 wrangler hoodie m cond,Depop,"Grand Prairie, United States",,2020-03-30T04:34:44.982066Z
142018418,15764563,P,male,shirts,tshirts,,,american-vintage,,10.0,,"VINTAGE DONT MESS WITH TEXAS TEE (2XL) 
COND: 7/10 FADED 
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg vintage dont mess with texas,Depop,"Grand Prairie, United States",,2020-03-25T19:31:43.996686Z
142141801,15764563,P,male,shirts,tshirts,,,american-vintage,,18.5,,"VINTAGE WWE ROCK TEE (M) 
COND: 10/10 
ALL SALES ARE FINAL! $3.50 SHIPPING",quickstrikevtg vintage wwe rock tee m,Depop,"Grand Prairie, United States",,2020-03-25T16:02:14.711828Z
141399260,15764563,P,male,shirts,tshirts,,,champion,,10.0,,"MODERN CHAMPION SCRIPT LOGO TEE (L) 

COND: 9/10 NO FLAWS 

ALL SALES ARE FINAL!! 3.50 SHIPPING",quickstrikevtg modern champion script logo tee,Depop,"Grand Prairie, United States",,2020-03-23T15:30:37.702184Z
142013090,15764563,P,male,shirts,tshirts,,,american-vintage,,15.0,,"VINTAGE “ROADKILL” PARODY TEE (XL)
COND: 9/10 
ALL SALES FINAL! $3.50 SHIPPING",quickstrikevtg vintage roadkill parody tee xl,Depop,"Grand Prairie, United States",,2020-03-21T21:32:57.975717Z
409240675,6955273,P,male,bottoms,trousers,,Used - Good,carhartt,Brown,60.0,,"Faded carhartt double knees brown/black

34x36 made in USA",turnerhardwearco faded carhartt double knees brownblack,Depop,United States,,2024-02-20T01:41:31.585881Z
384342368,6955273,P,male,outerwear,jackets,,Used - Good,baracuta,"Brown,Tan",80.0,,"Brown leather jacket flannel lined Baracuta

Soft brown genuine leather lining  

Very warm and lighter weight for fall. Missing a button on pocket as pictured good condition overall.

Size mens medium
Pit to pit 22
Length 26
Sleeves 23

#fall #leatherjacket #flannel #jacket",turnerhardwearco brown leather jacket flannel lined,Depop,"Perrysburg, United States",,2023-10-28T22:04:40.710443Z
383718210,6955273,P,male,outerwear,jackets,,Used - Good,steve-barry-s,Black,80.0,,"Vintage distressed leather biker jacket 

Awesome fading broken zipper

Size medium
Pit to pit 20
Length 27
Sleeves 25

#biker #faded #leather #fall #vintagejacket",turnerhardwearco vintage distressed leather biker jacket,Depop,"Perrysburg, United States",,2023-10-16T13:02:19.507794Z
382082523,6955273,P,male,bottoms,jeans,,Used - Good,dickies,Blue,40.0,,"1970s dickies jeans distressed faded 

Need repair on front and butt. Would be a fun project to restore these awesome 70s jeans
 Talon 42 zipper

Size 30x34",turnerhardwearco 1970s dickies jeans distressed faded,Depop,"Perrysburg, United States",,2023-10-15T20:44:32.990049Z
384340759,6955273,P,male,outerwear,jackets,,Used - Good,carhartt,Tan,80.0,,"Vintage carhartt Detroit jacket brown detachable hood 
 

Slightly faded/dirty

Size XL but oversized fit for large 
Pit to pit 26
Length 27
Sleeves 24

#carhartt #fall #workwear #utility",turnerhardwearco vintage carhartt detroit jacket brown,Depop,"Perrysburg, United States",,2023-10-15T18:16:41.26159Z
384339338,6955273,P,male,outerwear,jackets,,Used - Good,unbranded,Grey,60.0,,"Vintage leather biker jacket tan sherpa lined

Slight faded condition
 
Hood inside collar
Size 36 ~ medium
Pit to pit 21
Length 24
Sleeve 23

#biker #motorcycle #fall #leatherjacket #vintagejacket",turnerhardwearco vintage leather biker jacket tan,Depop,"Perrysburg, United States",,2023-10-15T18:06:26.204726Z
384041906,6955273,P,male,outerwear,jackets,,Used - Good,steve-barry-s,"Red,Black",70.0,,"Leather Ohio state jacket 

Size xl

Broken zipper could be fixed easily
Pit to pit 27
Length 29
Sleeves 23

#ohiostate #buckeyes #OSU #college",turnerhardwearco leather ohio state jacket size,Depop,"Perrysburg, United States",,2023-10-13T21:30:26.233522Z
383715945,6955273,P,male,outerwear,jackets,,Used - Good,unbranded,,100.0,,"Vintage leather jacket opium 

Size ~medium see measuments
Pit to pit 21
Length 24
Shoulder to end of sleeve 24

#opium #fall #falljacket #leatherjacket",turnerhardwearco vintage leather jacket opium size,Depop,"Perrysburg, United States",,2023-10-11T22:39:59.439407Z
383713783,6955273,M,male,outerwear,jackets,,Used - Good,route-66,Blue,40.0,,"Vintage denim Jean jacket Route 66 

Faded and beat up distressed 
Size medium 
Pit to pit 24
Length 26

#fall #fallfashion #denimjacket #jeanjacket",turnerhardwearco vintage denim jean jacket route,Depop,"Perrysburg, United States",,2023-10-11T22:28:24.151351Z
351063610,6955273,M,male,outerwear,jackets,,Used - Good,carhartt,"Black,Brown",475.0,,"Black Detroit Carhartt Jacket flannel lined
(J97 Black) in Large Tall (RARE SIZE)
Amazing condition. very rare and discontinued jacket
Brown collar. 

Great fit for a men's LARGE and xl. Very rare size.
Measurements
Sleeves: 26""
Pit to pit: 25""
Shoulders to bottom: 27""
Waist: 22""-23"" (adjustable buttons)
#workwear #detroit #vintageworkwear #utility #vintagecarhatt",vxmatt1000 green detroit carhartt jacket flannel 6933,Depop,"Perrysburg, United States",,2023-10-09T22:10:13.879611Z
353554779,6955273,M,male,outerwear,jackets,,Used - Good,carhartt,Green,400.0,,"VINTAGE Carhartt Detroit Jacket flannel lined

J97 Moss in extra Large Tall (RARE SIZE) 2003
Distressed condition very rare and discontinued jacket
Distressed condition as pictured with some rusty buttons and faded color.

Great fit for a men's large and XL. Very rare size.
Measurements

Sleeves: 29"" (26 if sleeves rolled up)
Pit to pit: 28""
Shoulders to bottom: 29""
Waist: ~24” (adiustable buttons)

#workwear #detroit #olivegreen #utility #moss",vxmatt1000 vintage carhartt detroit jacket flannel,Depop,"Perrysburg, United States",,2023-10-09T22:10:05.677233Z
323526404,6955273,M,male,outerwear,jackets,,Used - Good,carhartt,"Brown,Tan",195.0,,"Vintage Carhartt Blanket-Lined Chore Coat 

Brown Color with sun-faded tops of sleeves, tan Collar and Flannel inside

Size Men’s XL, oversized fit for men’s large (second pic) Sleeves 23”, pit to pit 26”, shoulders 22”, shoulders to bottom 30”

Right cuff has small glue stain (see pics) 

#vintagecarhartt #chorecoat #blanketlined #jacket #travis",vxmatt1000 vintage blanket lined carhartt chore coat,Depop,"Perrysburg, United States",,2023-10-09T22:09:49.718504Z
329208323,6955273,M,male,outerwear,jackets,,Used - Good,carhartt,"Pink,Red",275.0,,"Carhartt Detroit Jacket Sherpa Vintage Salmon Color (WJ097 VRS)

Dark pink / red color 

Rare Detroit jacket in great condition, besides small discoloration on front as pictured. 

Size women’s Medium (~men’s small)
Sleeves: 23”
Pit to pit: 21.5”
Shoulders to bottom: 22.5”

#carhartt #detroit #sherpa #kylie #travis",vxmatt1000 carhartt detroit jacket sherpa vintage,Depop,"Perrysburg, United States",,2023-10-09T22:09:19.47971Z
382275574,6955273,P,male,bottoms,jeans,,Used - Good,levi-s,Blue,30.0,,"Vintage 90s Levi’s jeans 505

Size 33x32

1990s",turnerhardwearco vintage 90s levis jeans 505,Depop,"Perrysburg, United States",,2023-10-03T22:16:50.024591Z
382275144,6955273,P,male,shirts,tshirts,,Used - Good,ecko-unltd,,10.0,,"Ecko unlimited shirt large white

Size large 22x28",turnerhardwearco ecko unlimited shirt large white,Depop,"Perrysburg, United States",,2023-10-03T22:14:13.368032Z
380536921,6955273,P,male,bottoms,jeans,,Used - Good,le-jean-de-marithe-francois-girbaud,,70.0,,"Vintage marithe francois girbaud baggy skater jeans 

Size 34x32 

#baggy #skater #kader #tyshawn #distressed",turnerhardwearco vintage marithe francois girbaud baggy,Depop,"Perrysburg, United States",,2023-09-24T23:03:25.991718Z
380535100,6955273,P,male,bottoms,jeans,,Used - Good,levi-s,Blue,50.0,,"Vintage 90s silvertab levis distressed jeans 

32x32 

#skater #baggy #90s #ripped #distressed",turnerhardwearco vintage 90s silvertab levis distressed,Depop,"Perrysburg, United States",,2023-09-24T22:53:14.78661Z
380530214,6955273,P,male,shirts,tshirts,,Used - Good,chase-authentics,Purple,15.0,,"Y2k nascar dale Earnhardt jr t-shirt purple 
 Size large 
Pit to pit 20.5
Length 27

#nascar #racing #nascartee #daleearnhardt",turnerhardwearco y2k nascar dale earnhardt jr,Depop,"Perrysburg, United States",,2023-09-24T22:27:30.152668Z
379071937,6955273,M,male,outerwear,jackets,,Used - Good,carhartt,Navy,160.0,,"Carhartt jacket navy blue Santa Fe western style 

Very clean no flaws except very small hole on back of arm not noticeable

Size large very warm 

#carhartt #fall #vintagecarhartt #falljacket #winter",turnerhardwearco carhartt jacket navy blue santa,Depop,"Perrysburg, United States",,2023-09-16T22:04:47.148202Z
372215633,6955273,M,male,bottoms,jeans,,Used - Good,levi-s,Blue,300.0,,"1970s Levi's Jeans 684 Flare Bell Bottoms Orange Tab Size 31 x 31 Vintage Repair

Original repairs and patches from owner",turnerhardwearco 1970s levis jeans 684 flare,Depop,"Perrysburg, United States",,2023-09-15T14:56:38.014176Z
285488025,6955273,M,male,accessories,hat,,Used - Excellent,jcrew,"Blue,Red",100.0,,"Blue J.crew lobster hat 🦞 #lobster #jcrew #crabrave 
#bluehat",mattdragontrainer blue jcrew lobster hat,Depop,"Dayton, United States",,2023-08-21T01:04:37.597738Z
374058224,6955273,P,male,outerwear,hoodies,,Used - Excellent,unbranded,"Green,Yellow",30.0,,"Vintage Jamaican sleeveless hoodie 1980s 

Amazing colors 80s style

No tag
Size ~large please see measurements 
Pit to pit 25”
Length 24
Very boxy 

#1980s #vintage #jamaica #jamaican #hoodie",turnerhardwearco vintage jamaican sleeveless hoodie 1980s,Depop,"Perrysburg, United States",,2023-08-20T23:21:37.903375Z
374053338,6955273,P,male,shirts,tshirts,,Used - Excellent,unbranded,Blue,20.0,,"Vintage 80s local 12 UAW union t-shirt 

Pit to pit 21”
Length 25
Sleeve 6
Boxy fit

#union #unionmade #vintagetshirt #local12 #UAW",turnerhardwearco vintage 80s local 12 uaw,Depop,"Perrysburg, United States",,2023-08-20T22:55:40.377781Z
372225685,6955273,M,male,bottoms,jeans,,Used - Good,jcpenney,Blue,175.0,,"Vintage 70s Style Jeans Men 30x32 boot cut

Jc penny Plain Pockets Blue Denim USA Repairs
Talon 42 zipper

#vintagejeans #70s #truevintage #vintagedenim",turnerhardwearco vintage 70s style jeans men,Depop,"Perrysburg, United States",,2023-08-11T20:46:57.322882Z
371192665,6955273,P,male,outerwear,jackets,,Used - Good,chaps,Blue,20.0,,"Chaps windbreaker jacket plaid lined blue 

Size medium 
Pit to pit 22
Sleeves 24
Length 28

#chaps #preppy",turnerhardwearco chaps windbreaker jacket plaid lined,Depop,"Perrysburg, United States",,2023-08-10T13:25:15.956816Z
371181218,6955273,P,male,outerwear,jumpers,,Used - Good,jantzen,Grey,12.0,,"Vintage made in USA jantzen pattern knit sweater 

Some stains but can be washed out 
Size large 
Pit to pit 24
Sleeves 22
Length 25

#vintagesweater #patternsweater #knit #knitsweater #uglysweater",turnerhardwearco vintage made in usa jantzen,Depop,"Perrysburg, United States",,2023-08-10T13:24:53.984993Z
371178338,6955273,P,male,outerwear,polo-shirts,,Used - Good,unbranded,White,15.0,,"Tabasco golf polo tee 

Size medium 
Pit to pit 23”
Length 28

#golf #tabasco #chipotle #polo",turnerhardwearco tabasco golf polo tee size,Depop,"Perrysburg, United States",,2023-08-10T13:24:50.364114Z
371177684,6955273,P,male,bottoms,jeans,,Used - Good,levi-s,Blue,20.0,,"Baggy Levi’s jeans 550 

Size 38x32

#skater #levis #550 #jeans",turnerhardwearco baggy levis jeans 550 size,Depop,"Perrysburg, United States",,2023-08-10T13:24:46.497299Z
371176817,6955273,P,male,bottoms,jeans,,Used - Good,rocawear,Blue,25.0,,"Faded baggy rocawear hiphop jeans 

38” waist but more like “40 (baggy)
35” inseam 

#hiphop #rocawear #rap #baggy #90s",turnerhardwearco faded baggy rocawear hiphop jeans,Depop,"Perrysburg, United States",,2023-08-10T13:24:36.858019Z
366006886,6955273,M,male,bottoms,jeans,,Used - Good,unbranded,"Purple,Green",175.0,,"Vintage Machine Jeans 90s hiphop cyan purple black

30 x 32 

Small hole in front as pictured, slightly baggy fit 

#machine #90s #hiphop #y2k #cyan",turnerhardwearco vintage machine jeans 90s hiphop,Depop,"Perrysburg, United States",,2023-08-10T13:24:20.67075Z
365684823,6955273,M,male,bottoms,jeans,,Used - Good,southpole,Blue,70.0,,"Vintage southpole distressed skater jeans 

Fading, details, and embroidery throughout 
32 x 30

Awesome baggy fit, great for men or women
#southpole #jessepinkman #skater #grunge #deftones",turnerhardwearco vintage southpole distressed skater jeans 8a52,Depop,"Perrysburg, United States",,2023-08-10T13:24:16.247119Z
365682305,6955273,P,female,bottoms,jeans,,Used - Good,tommy-hilfiger,Blue,45.0,,"Vintage Tommy Hilfiger jeans distressed 90s

beautiful distressing wearing and rips. So many awesome details on these jeans. 

29” waist - would be great high waisted baggy fit.
32” inseam 

Back patch is slightly coming off but can be easily sewed or glued on. 

#tommy #baggy #cargo #skater #asaprocky",turnerhardwearco vintage tommy hilfiger jeans distressed 241c,Depop,"Perrysburg, United States",,2023-08-10T13:23:21.422098Z
365681926,6955273,P,male,bottoms,jeans,,Used - Good,tommy-hilfiger,Blue,60.0,,"Vintage Tommy Hilfiger jeans distressed button fly 90s

Rare button fly with beautiful distressing and wearing. So many awesome details on these jeans. 

30” waist - would be great high waisted baggy fit.
34” inseam 

Back patch is slightly coming off but can be easily sewed or glued on. 

#tommy #baggy #cargo #skater #asaprocky",turnerhardwearco vintage tommy hilfiger jeans distressed,Depop,"Perrysburg, United States",,2023-08-10T13:23:17.722988Z
365679773,6955273,M,male,bottoms,jeans,,Used - Good,levi-s,Blue,75.0,,"Vintage silver tab Levi’s jeans distressed and ripped 90s

32 by 32
Straight and relaxed but more of a baggy fit
Would be great baggy fit for women as well

#silvertab #skater #deftones #baggy #jessepinkman",turnerhardwearco vintage silver tab levis jeans,Depop,"Perrysburg, United States",,2023-08-10T13:23:13.045308Z
365532431,6955273,P,male,outerwear,shirts,,Used - Good,abercrombie-fitch,"Navy,Yellow",25.0,,"Abercrombie polo rugby shirt y2k 

Early 2000s style Abercrombie and fitch
Size xl

#abercrombie #y2k #meangirls #2000sCore #rugby",turnerhardwearco abercrombie polo rugby shirt y2k,Depop,"Perrysburg, United States",,2023-08-10T13:23:07.226732Z
362818025,6955273,M,male,outerwear,sweatshirts,,Used - Good,unbranded,"Cream,Grey",20.0,,"90s dog sweatshirt crewneck embroidered dog setter
Made in USA

Size medium
Pit to pit 22”
Sleeves 21” 
Top to bottom 24”

#embroidered #dog #dogshirt #setter #vintagesweatshirt",turnerhardwearco 90s dog sweatshirt crewneck embroidered,Depop,"Perrysburg, United States",,2023-08-10T13:22:10.257954Z
362811839,6955273,M,female,outerwear,jumpers,,Used - Good,unbranded,"Grey,Cream",20.0,,"Knit grandma sweater 1970s 

Handmade in Ireland 
Size ~small

Pit to pit 20”
Shoulda to bottom: 25.5”
Sleeves: 19”

#knit #handmade #handknit #sweater #ireland",turnerhardwearco knit grandma sweater 1970s handmade,Depop,"Perrysburg, United States",,2023-08-10T13:21:57.06881Z
353580225,6955273,P,female,outerwear,jumpers,,Used - Good,eddie-bauer,Black,25.0,,"Knit Sweater women’s Eddie Bauer size medium 

Hand knit 80s sweater

Sleeves 21
Pit to pit 21 
Shoulders to bottom  25

#knit #knitsweater #vintagesweater #cottage #cottagecore",vxmatt1000 knit sweater womens eddie bauer,Depop,"Perrysburg, United States",,2023-08-10T13:21:34.049341Z
352586147,6955273,M,male,outerwear,jumpers,,Used - Good,croft-barrow,"Navy,Purple",30.0,,"Patterned sweater Croft and barrow knit cotton 

Decent condition small discoloration 
Size xl
Pit to pit 24
Sleeves 19
Shoulders to bottom 26.5

#sweater #patterned #preppy #knit",vxmatt1000 patterned sweater croft and barrow,Depop,"Perrysburg, United States",,2023-08-10T13:20:53.243622Z
352584122,6955273,M,female,bottoms,trousers,,Used - Good,wrangler,Tan,45.0,,"Vintage Wrangler Corduroy 1980s 

Made in USA

High waisted 

27” waist
Inseam 33
Length 45

#wrangler #vintage #corduroy #tan #skinny",vxmatt1000 vintage wrangler corduroy 1980s made,Depop,"Perrysburg, United States",,2023-08-10T13:20:13.474406Z
